#serial-number;device-position;device-identification;created;value-data-count;manufacturer;version;device-type;access-number;status;signature;fabrication-no,,inst-value,0,0,0;datetime,,inst-value,0,0,0;volume,m3,inst-value,0,0,0;volume acc-of-abs-value-only-if-neg-contr,m3,inst-value,0,0,0;volume,m3,inst-value,0,0,1;date,,inst-value,0,0,1;volume,m3,inst-value,0,0,2;date,,inst-value,0,0,2;volume,m3,inst-value,0,0,3;date,,inst-value,0,0,3;volume,m3,inst-value,0,0,4;date,,inst-value,0,0,4;volume,m3,inst-value,0,0,5;date,,inst-value,0,0,5;volume,m3,inst-value,0,0,6;date,,inst-value,0,0,6;volume,m3,inst-value,0,0,7;date,,inst-value,0,0,7;volume,m3,inst-value,0,0,8;date,,inst-value,0,0,8;volume,m3,inst-value,0,0,9;date,,inst-value,0,0,9;volume,m3,inst-value,0,0,10;date,,inst-value,0,0,10;volume,m3,inst-value,0,0,11;date,,inst-value,0,0,11;volume,m3,inst-value,0,0,12;date,,inst-value,0,0,12;volume,m3,inst-value,0,0,13;date,,inst-value,0,0,13;date future-value,,inst-value,0,0,0;storage-interval,month(s),inst-value,0,0,0;error-flags-dev-spec,,inst-value,0,0,0;fw-version,,inst-value,0,0,0;other-sw-version,,inst-value,0,0,0
#serial-number;device-position;device-identification;created;value-data-count;manufacturer;version;device-type;access-number;status;signature;fabrication-no,,inst-value,0,0,0;datetime,,inst-value,0,0,0;volume,m3,inst-value,0,0,0;volume acc-of-abs-value-only-if-neg-contr,m3,inst-value,0,0,0;volume,m3,inst-value,0,0,1;date,,inst-value,0,0,1;volume,m3,inst-value,0,0,2;date,,inst-value,0,0,2;volume,m3,inst-value,0,0,3;date,,inst-value,0,0,3;volume,m3,inst-value,0,0,4;date,,inst-value,0,0,4;volume,m3,inst-value,0,0,5;date,,inst-value,0,0,5;volume,m3,inst-value,0,0,6;date,,inst-value,0,0,6;volume,m3,inst-value,0,0,7;date,,inst-value,0,0,7;volume,m3,inst-value,0,0,8;date,,inst-value,0,0,8;volume,m3,inst-value,0,0,9;date,,inst-value,0,0,9;volume,m3,inst-value,0,0,10;date,,inst-value,0,0,10;volume,m3,inst-value,0,0,11;date,,inst-value,0,0,11;volume,m3,inst-value,0,0,12;date,,inst-value,0,0,12;volume,m3,inst-value,0,0,13;date,,inst-value,0,0,13;date future-value,,inst-value,0,0,0;storage-interval,month(s),inst-value,0,0,0;error-flags-dev-spec,,inst-value,0,0,0;fw-version,,inst-value,0,0,0;other-sw-version,,inst-value,0,0,0
0016046347;;24023147;2026-02-22 00:00:00;00;MAD;51;water;233;0;0;0;2026-02-22 08:28:00;0.341;0.000;0.337;2026-01-01 00:00:00;0.338;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.977;2025-09-30 00:00:00;0.277;2025-10-31 00:00:00;0.283;2025-11-30 00:00:00;0.337;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;788;24890
0016046347;;24023147;2026-02-22 01:00:00;00;MAD;51;water;234;0;0;0;2026-02-22 09:28:00;0.341;0.000;0.337;2026-01-01 00:00:00;0.338;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.977;2025-09-30 00:00:00;0.277;2025-10-31 00:00:00;0.283;2025-11-30 00:00:00;0.337;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;788;24890
0016046347;;24023147;2026-02-22 02:00:00;00;MAD;51;water;235;0;0;0;2026-02-22 10:28:00;0.341;0.000;0.337;2026-01-01 00:00:00;0.338;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.977;2025-09-30 00:00:00;0.277;2025-10-31 00:00:00;0.283;2025-11-30 00:00:00;0.337;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;788;24890
0016046347;;24023147;2026-02-22 03:00:00;00;MAD;51;water;236;0;0;0;2026-02-22 11:28:00;0.341;0.000;0.337;2026-01-01 00:00:00;0.338;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.977;2025-09-30 00:00:00;0.277;2025-10-31 00:00:00;0.283;2025-11-30 00:00:00;0.337;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;788;24890
0016046347;;24023147;2026-02-22 04:00:00;00;MAD;51;water;237;0;0;0;2026-02-22 12:28:00;0.341;0.000;0.337;2026-01-01 00:00:00;0.338;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.977;2025-09-30 00:00:00;0.277;2025-10-31 00:00:00;0.283;2025-11-30 00:00:00;0.337;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;788;24890
#serial-number;device-position;device-identification;created;value-data-count;manufacturer;version;device-type;access-number;status;signature;fabrication-no,,inst-value,0,0,0;datetime,,inst-value,0,0,0;volume,m3,inst-value,0,0,0;volume acc-of-abs-value-only-if-neg-contr,m3,inst-value,0,0,0;volume,m3,inst-value,0,0,1;date,,inst-value,0,0,1;volume,m3,inst-value,0,0,2;date,,inst-value,0,0,2;volume,m3,inst-value,0,0,3;date,,inst-value,0,0,3;volume,m3,inst-value,0,0,4;date,,inst-value,0,0,4;volume,m3,inst-value,0,0,5;date,,inst-value,0,0,5;volume,m3,inst-value,0,0,6;date,,inst-value,0,0,6;volume,m3,inst-value,0,0,7;date,,inst-value,0,0,7;volume,m3,inst-value,0,0,8;date,,inst-value,0,0,8;volume,m3,inst-value,0,0,9;date,,inst-value,0,0,9;volume,m3,inst-value,0,0,10;date,,inst-value,0,0,10;volume,m3,inst-value,0,0,11;date,,inst-value,0,0,11;volume,m3,inst-value,0,0,12;date,,inst-value,0,0,12;volume,m3,inst-value,0,0,13;date,,inst-value,0,0,13;date future-value,,inst-value,0,0,0;storage-interval,month(s),inst-value,0,0,0;error-flags-dev-spec,,inst-value,0,0,0;fw-version,,inst-value,0,0,0;other-sw-version,,inst-value,0,0,0
0016046347;;24024832;2026-02-22 00:00:00;00;MAD;51;water;230;0;0;0;2026-02-22 08:34:00;0.488;0.000;0.488;2026-01-01 00:00:00;0.488;2026-01-31 00:00:00;0.000;2015-02-28 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.010;2025-09-30 00:00:00;0.053;2025-10-31 00:00:00;0.286;2025-11-30 00:00:00;0.488;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;772;24890
0016046347;;24024832;2026-02-22 01:00:00;00;MAD;51;water;231;0;0;0;2026-02-22 09:34:00;0.488;0.000;0.488;2026-01-01 00:00:00;0.488;2026-01-31 00:00:00;0.000;2015-02-28 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.010;2025-09-30 00:00:00;0.053;2025-10-31 00:00:00;0.286;2025-11-30 00:00:00;0.488;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;772;24890
0016046347;;24024832;2026-02-22 02:00:00;00;MAD;51;water;232;0;0;0;2026-02-22 10:34:00;0.488;0.000;0.488;2026-01-01 00:00:00;0.488;2026-01-31 00:00:00;0.000;2015-02-28 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.010;2025-09-30 00:00:00;0.053;2025-10-31 00:00:00;0.286;2025-11-30 00:00:00;0.488;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;772;24890
0016046347;;24024832;2026-02-22 03:00:00;00;MAD;51;water;233;0;0;0;2026-02-22 11:34:00;0.488;0.000;0.488;2026-01-01 00:00:00;0.488;2026-01-31 00:00:00;0.000;2015-02-28 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.010;2025-09-30 00:00:00;0.053;2025-10-31 00:00:00;0.286;2025-11-30 00:00:00;0.488;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;772;24890
0016046347;;24024832;2026-02-22 04:00:00;00;MAD;51;water;234;0;0;0;2026-02-22 12:34:00;0.488;0.000;0.488;2026-01-01 00:00:00;0.488;2026-01-31 00:00:00;0.000;2015-02-28 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.010;2025-09-30 00:00:00;0.053;2025-10-31 00:00:00;0.286;2025-11-30 00:00:00;0.488;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;772;24890
#serial-number;device-position;device-identification;created;value-data-count;manufacturer;version;device-type;access-number;status;signature;fabrication-no,,inst-value,0,0,0;datetime,,inst-value,0,0,0;volume,m3,inst-value,0,0,0;volume acc-of-abs-value-only-if-neg-contr,m3,inst-value,0,0,0;volume,m3,inst-value,0,0,1;date,,inst-value,0,0,1;volume,m3,inst-value,0,0,2;date,,inst-value,0,0,2;volume,m3,inst-value,0,0,3;date,,inst-value,0,0,3;volume,m3,inst-value,0,0,4;date,,inst-value,0,0,4;volume,m3,inst-value,0,0,5;date,,inst-value,0,0,5;volume,m3,inst-value,0,0,6;date,,inst-value,0,0,6;volume,m3,inst-value,0,0,7;date,,inst-value,0,0,7;volume,m3,inst-value,0,0,8;date,,inst-value,0,0,8;volume,m3,inst-value,0,0,9;date,,inst-value,0,0,9;volume,m3,inst-value,0,0,10;date,,inst-value,0,0,10;volume,m3,inst-value,0,0,11;date,,inst-value,0,0,11;volume,m3,inst-value,0,0,12;date,,inst-value,0,0,12;volume,m3,inst-value,0,0,13;date,,inst-value,0,0,13;date future-value,,inst-value,0,0,0;storage-interval,month(s),inst-value,0,0,0;error-flags-dev-spec,,inst-value,0,0,0;fw-version,,inst-value,0,0,0;other-sw-version,,inst-value,0,0,0
0016046347;;24024833;2026-02-22 00:00:00;00;MAD;51;water;230;0;0;0;2026-02-22 08:27:00;0.478;0.000;0.168;2026-01-01 00:00:00;0.168;2026-01-31 00:00:00;0.000;2015-02-28 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.036;2025-09-30 00:00:00;0.093;2025-10-31 00:00:00;0.110;2025-11-30 00:00:00;0.168;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;772;24890
0016046347;;24024833;2026-02-22 01:00:00;00;MAD;51;water;231;0;0;0;2026-02-22 09:27:00;0.478;0.000;0.168;2026-01-01 00:00:00;0.168;2026-01-31 00:00:00;0.000;2015-02-28 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.036;2025-09-30 00:00:00;0.093;2025-10-31 00:00:00;0.110;2025-11-30 00:00:00;0.168;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;772;24890
0016046347;;24024833;2026-02-22 02:00:00;00;MAD;51;water;232;0;0;0;2026-02-22 10:27:00;0.478;0.000;0.168;2026-01-01 00:00:00;0.168;2026-01-31 00:00:00;0.000;2015-02-28 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.036;2025-09-30 00:00:00;0.093;2025-10-31 00:00:00;0.110;2025-11-30 00:00:00;0.168;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;772;24890
0016046347;;24024833;2026-02-22 03:00:00;00;MAD;51;water;233;0;0;0;2026-02-22 11:27:00;0.478;0.000;0.168;2026-01-01 00:00:00;0.168;2026-01-31 00:00:00;0.000;2015-02-28 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.036;2025-09-30 00:00:00;0.093;2025-10-31 00:00:00;0.110;2025-11-30 00:00:00;0.168;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;772;24890
0016046347;;24024833;2026-02-22 04:00:00;00;MAD;51;water;234;0;0;0;2026-02-22 12:27:00;0.478;0.000;0.168;2026-01-01 00:00:00;0.168;2026-01-31 00:00:00;0.000;2015-02-28 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.036;2025-09-30 00:00:00;0.093;2025-10-31 00:00:00;0.110;2025-11-30 00:00:00;0.168;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;772;24890
#serial-number;device-position;device-identification;created;value-data-count;manufacturer;version;device-type;access-number;status;signature;fabrication-no,,inst-value,0,0,0;datetime,,inst-value,0,0,0;volume,m3,inst-value,0,0,0;volume acc-of-abs-value-only-if-neg-contr,m3,inst-value,0,0,0;volume,m3,inst-value,0,0,1;date,,inst-value,0,0,1;volume,m3,inst-value,0,0,2;date,,inst-value,0,0,2;volume,m3,inst-value,0,0,3;date,,inst-value,0,0,3;volume,m3,inst-value,0,0,4;date,,inst-value,0,0,4;volume,m3,inst-value,0,0,5;date,,inst-value,0,0,5;volume,m3,inst-value,0,0,6;date,,inst-value,0,0,6;volume,m3,inst-value,0,0,7;date,,inst-value,0,0,7;volume,m3,inst-value,0,0,8;date,,inst-value,0,0,8;volume,m3,inst-value,0,0,9;date,,inst-value,0,0,9;volume,m3,inst-value,0,0,10;date,,inst-value,0,0,10;volume,m3,inst-value,0,0,11;date,,inst-value,0,0,11;volume,m3,inst-value,0,0,12;date,,inst-value,0,0,12;volume,m3,inst-value,0,0,13;date,,inst-value,0,0,13;date future-value,,inst-value,0,0,0;storage-interval,month(s),inst-value,0,0,0;error-flags-dev-spec,,inst-value,0,0,0;fw-version,,inst-value,0,0,0;other-sw-version,,inst-value,0,0,0
0016046347;;24024835;2026-02-22 00:00:00;00;MAD;51;water;230;0;0;0;2026-02-22 08:40:00;2.270;0.000;0.135;2026-01-01 00:00:00;1.009;2026-01-31 00:00:00;0.000;2015-02-28 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.007;2025-09-30 00:00:00;0.103;2025-10-31 00:00:00;0.104;2025-11-30 00:00:00;0.135;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;772;24890
0016046347;;24024835;2026-02-22 01:00:00;00;MAD;51;water;231;0;0;0;2026-02-22 09:40:00;2.270;0.000;0.135;2026-01-01 00:00:00;1.009;2026-01-31 00:00:00;0.000;2015-02-28 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.007;2025-09-30 00:00:00;0.103;2025-10-31 00:00:00;0.104;2025-11-30 00:00:00;0.135;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;772;24890
0016046347;;24024835;2026-02-22 02:00:00;00;MAD;51;water;232;0;0;0;2026-02-22 10:40:00;2.270;0.000;0.135;2026-01-01 00:00:00;1.009;2026-01-31 00:00:00;0.000;2015-02-28 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.007;2025-09-30 00:00:00;0.103;2025-10-31 00:00:00;0.104;2025-11-30 00:00:00;0.135;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;772;24890
0016046347;;24024835;2026-02-22 03:00:00;00;MAD;51;water;233;0;0;0;2026-02-22 11:40:00;2.270;0.000;0.135;2026-01-01 00:00:00;1.009;2026-01-31 00:00:00;0.000;2015-02-28 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.007;2025-09-30 00:00:00;0.103;2025-10-31 00:00:00;0.104;2025-11-30 00:00:00;0.135;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;772;24890
0016046347;;24024835;2026-02-22 04:00:00;00;MAD;51;water;234;0;0;0;2026-02-22 12:40:00;2.270;0.000;0.135;2026-01-01 00:00:00;1.009;2026-01-31 00:00:00;0.000;2015-02-28 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.007;2025-09-30 00:00:00;0.103;2025-10-31 00:00:00;0.104;2025-11-30 00:00:00;0.135;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;772;24890
#serial-number;device-position;device-identification;created;value-data-count;manufacturer;version;device-type;access-number;status;signature;fabrication-no,,inst-value,0,0,0;datetime,,inst-value,0,0,0;volume,m3,inst-value,0,0,0;volume acc-of-abs-value-only-if-neg-contr,m3,inst-value,0,0,0;volume,m3,inst-value,0,0,1;date,,inst-value,0,0,1;volume,m3,inst-value,0,0,2;date,,inst-value,0,0,2;volume,m3,inst-value,0,0,3;date,,inst-value,0,0,3;volume,m3,inst-value,0,0,4;date,,inst-value,0,0,4;volume,m3,inst-value,0,0,5;date,,inst-value,0,0,5;volume,m3,inst-value,0,0,6;date,,inst-value,0,0,6;volume,m3,inst-value,0,0,7;date,,inst-value,0,0,7;volume,m3,inst-value,0,0,8;date,,inst-value,0,0,8;volume,m3,inst-value,0,0,9;date,,inst-value,0,0,9;volume,m3,inst-value,0,0,10;date,,inst-value,0,0,10;volume,m3,inst-value,0,0,11;date,,inst-value,0,0,11;volume,m3,inst-value,0,0,12;date,,inst-value,0,0,12;volume,m3,inst-value,0,0,13;date,,inst-value,0,0,13;date future-value,,inst-value,0,0,0;storage-interval,month(s),inst-value,0,0,0;error-flags-dev-spec,,inst-value,0,0,0;fw-version,,inst-value,0,0,0;other-sw-version,,inst-value,0,0,0
0016046347;;24024836;2026-02-22 00:00:00;00;MAD;51;water;230;0;0;0;2026-02-22 08:30:00;0.696;0.000;0.696;2026-01-01 00:00:00;0.696;2026-01-31 00:00:00;0.000;2015-02-28 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.053;2025-09-30 00:00:00;0.072;2025-10-31 00:00:00;0.264;2025-11-30 00:00:00;0.696;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;772;24890
0016046347;;24024836;2026-02-22 01:00:00;00;MAD;51;water;231;0;0;0;2026-02-22 09:30:00;0.696;0.000;0.696;2026-01-01 00:00:00;0.696;2026-01-31 00:00:00;0.000;2015-02-28 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.053;2025-09-30 00:00:00;0.072;2025-10-31 00:00:00;0.264;2025-11-30 00:00:00;0.696;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;772;24890
0016046347;;24024836;2026-02-22 02:00:00;00;MAD;51;water;232;0;0;0;2026-02-22 10:30:00;0.696;0.000;0.696;2026-01-01 00:00:00;0.696;2026-01-31 00:00:00;0.000;2015-02-28 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.053;2025-09-30 00:00:00;0.072;2025-10-31 00:00:00;0.264;2025-11-30 00:00:00;0.696;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;772;24890
0016046347;;24024836;2026-02-22 03:00:00;00;MAD;51;water;233;0;0;0;2026-02-22 11:30:00;0.696;0.000;0.696;2026-01-01 00:00:00;0.696;2026-01-31 00:00:00;0.000;2015-02-28 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.053;2025-09-30 00:00:00;0.072;2025-10-31 00:00:00;0.264;2025-11-30 00:00:00;0.696;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;772;24890
0016046347;;24024836;2026-02-22 04:00:00;00;MAD;51;water;234;0;0;0;2026-02-22 12:30:00;0.696;0.000;0.696;2026-01-01 00:00:00;0.696;2026-01-31 00:00:00;0.000;2015-02-28 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.053;2025-09-30 00:00:00;0.072;2025-10-31 00:00:00;0.264;2025-11-30 00:00:00;0.696;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;772;24890
#serial-number;device-position;device-identification;created;value-data-count;manufacturer;version;device-type;access-number;status;signature;fabrication-no,,inst-value,0,0,0;datetime,,inst-value,0,0,0;volume,m3,inst-value,0,0,0;volume acc-of-abs-value-only-if-neg-contr,m3,inst-value,0,0,0;volume,m3,inst-value,0,0,1;date,,inst-value,0,0,1;volume,m3,inst-value,0,0,2;date,,inst-value,0,0,2;volume,m3,inst-value,0,0,3;date,,inst-value,0,0,3;volume,m3,inst-value,0,0,4;date,,inst-value,0,0,4;volume,m3,inst-value,0,0,5;date,,inst-value,0,0,5;volume,m3,inst-value,0,0,6;date,,inst-value,0,0,6;volume,m3,inst-value,0,0,7;date,,inst-value,0,0,7;volume,m3,inst-value,0,0,8;date,,inst-value,0,0,8;volume,m3,inst-value,0,0,9;date,,inst-value,0,0,9;volume,m3,inst-value,0,0,10;date,,inst-value,0,0,10;volume,m3,inst-value,0,0,11;date,,inst-value,0,0,11;volume,m3,inst-value,0,0,12;date,,inst-value,0,0,12;volume,m3,inst-value,0,0,13;date,,inst-value,0,0,13;date future-value,,inst-value,0,0,0;storage-interval,month(s),inst-value,0,0,0;error-flags-dev-spec,,inst-value,0,0,0;fw-version,,inst-value,0,0,0;other-sw-version,,inst-value,0,0,0
0016046347;;24024837;2026-02-22 00:00:00;00;MAD;51;water;230;0;0;0;2026-02-22 08:28:00;0.587;0.000;0.081;2026-01-01 00:00:00;0.081;2026-01-31 00:00:00;0.000;2015-02-28 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.012;2025-09-30 00:00:00;0.040;2025-10-31 00:00:00;0.041;2025-11-30 00:00:00;0.081;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;772;24890
0016046347;;24024837;2026-02-22 01:00:00;00;MAD;51;water;231;0;0;0;2026-02-22 09:28:00;0.587;0.000;0.081;2026-01-01 00:00:00;0.081;2026-01-31 00:00:00;0.000;2015-02-28 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.012;2025-09-30 00:00:00;0.040;2025-10-31 00:00:00;0.041;2025-11-30 00:00:00;0.081;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;772;24890
0016046347;;24024837;2026-02-22 02:00:00;00;MAD;51;water;232;0;0;0;2026-02-22 10:28:00;0.587;0.000;0.081;2026-01-01 00:00:00;0.081;2026-01-31 00:00:00;0.000;2015-02-28 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.012;2025-09-30 00:00:00;0.040;2025-10-31 00:00:00;0.041;2025-11-30 00:00:00;0.081;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;772;24890
0016046347;;24024837;2026-02-22 03:00:00;00;MAD;51;water;233;0;0;0;2026-02-22 11:28:00;0.587;0.000;0.081;2026-01-01 00:00:00;0.081;2026-01-31 00:00:00;0.000;2015-02-28 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.012;2025-09-30 00:00:00;0.040;2025-10-31 00:00:00;0.041;2025-11-30 00:00:00;0.081;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;772;24890
0016046347;;24024837;2026-02-22 04:00:00;00;MAD;51;water;234;0;0;0;2026-02-22 12:28:00;0.587;0.000;0.081;2026-01-01 00:00:00;0.081;2026-01-31 00:00:00;0.000;2015-02-28 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.012;2025-09-30 00:00:00;0.040;2025-10-31 00:00:00;0.041;2025-11-30 00:00:00;0.081;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;772;24890
